Assay	CAS	Sample Name	ReplicateSet	Curve Class	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14	RESP0	RESP1	RESP2	RESP3	RESP4	RESP5	RESP6	RESP7	RESP8	RESP9	RESP10	RESP11	RESP12	RESP13	RESP14	mask0	mask1	mask2	mask3	mask4	mask5	mask6	mask7	mask8	mask9	mask10	mask11	mask12	mask13	mask14
er-luc-bg1-4e2-agonist	NOCAS_49518	NTP Mix99 ER1 10-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.06228927	0.25517894	-6.17276613	-8.78410504	0.24925843	5.06045058	17.51302106	11.15336075	64.22751113	61.96441873	66.31520831	74.48049377	66.09070554	75.1421675	72.31478881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49535	NTP Mix115 ER1 10-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.27213414	-6.04391006	-6.50315227	-0.37171873	2.82406076	9.01798102	21.97545022	0.7624728	52.46620927	58.90639993	73.44587717	82.43990637	71.01953287	64.25179328	68.98733207	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
er-luc-bg1-4e2-agonist	NOCAS_49514	NTP Mix118 ER1 5-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.40205662	1.5901221	1.11187226	-8.30561272	10.33449276	21.70715725	30.74768011	25.42214677	53.06049992	61.29131383	50.11139171	70.5569047	60.84622044	64.53993796	60.34870841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49499	NTP Mix6 AR1 8-EQC	1	2.2	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	2.07376178	1.47684063	0.17487468	-11.68916233	-21.40498957	-3.99780532	0.28503556	-13.38746534	0	12.04898303	1.9206612	4.54238502	23.48327021	23.60565658	39.05718225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49525	NTP Mix105 ER1 10-EQC	1	2.2	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-3.1929168	-6.53047938	-11.7420235	-3.69073162	0.07614256	-0.62974685	-6.77360818	-1.61999885	-0.33722127	0.20780125	-0.26721705	2.57641759	8.76060713	17.72928191	33.01419655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	80-05-7	Bisphenol A	1	1.1	1.1689999999e-9	2.6129999999e-9	5.843e-9	1.3059999999e-8	2.9209999999e-8	6.532e-8	1.461e-7	3.2659999999e-7	7.3029999999e-7	1.6329999999e-6	3.652e-6	8.1649999999e-6	1.826e-5	4.0829999999e-5	9.129e-5	1.17520686	-1.1679143	-1.70838029	-0.08592867	-1.37313977	6.8116896	16.15772151	44.32635135	54.88520583	67.7229522	93.78006235	82.98334461	94.21448742	69.67720908	33.79027437	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
er-luc-bg1-4e2-agonist	NOCAS_49526	NTP Mix106 ER1 10-EQC	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.33036272	-4.18897651	-8.94852184	0	0.21136301	1.53812615	-4.75281692	0	2.00762383	7.99704967	4.47401568	8.62716897	27.86083749	27.70317372	61.93350681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49511	NTP Mix18 AR1 8-EQC	1	2.2	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-0.76713852	-0.82444576	0.54456769	-8.46339877	2.90831028	5.39045974	12.20035002	2.52191317	21.972945	17.83860695	22.52080696	32.68951899	56.587147	41.27208128	26.78965743	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
er-luc-bg1-4e2-agonist	NOCAS_49554	NTP Mix24 AR2 2-EQP	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-1.08346639	-5.3713788	1.26941609	5.75777975	1.04356283	7.83633663	6.83883959	7.72668325	11.15581004	7.125102	0.26750535	0.43822994	6.28502709	-0.19043081	-20.21382386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49562	NTP Mix30 AR2 7-EQP	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-1.05351815	7.18219622	7.28913404	11.775177	6.03053706	16.37037347	27.72504971	38.62792661	35.72107087	43.74538946	43.75600556	53.29191164	70.48545486	55.98647843	82.92774239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49528	NTP Mix108 ER1 10-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.28692473	1.44288187	-6.27641661	0	6.53749023	12.56756779	23.17920896	5.47869215	67.42259818	65.66845668	58.31207719	66.82122569	62.31132216	71.71845491	55.00369356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
er-luc-bg1-4e2-agonist	107-15-3	Ethylenediamine	1	4	1.1989999999e-9	2.6809999999e-9	5.995e-9	1.3409999999e-8	2.998e-8	6.703e-8	1.4989999999e-7	3.351e-7	7.494e-7	1.676e-6	3.747e-6	8.378e-6	1.873e-5	4.189e-5	9.367e-5	1.52874249	-1.11567862	-0.86478773	-0.78052137	-1.39088965	-2.94059194	-1.1038585	-1.73871783	0.08541662	-1.10361836	4.3335308	-5.24338939	-0.70402263	0.96398144	8.58608938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	57-83-0	Progesterone	1	1.4	1.1739999999e-9	2.626e-9	5.871e-9	1.3129999999e-8	2.9349999999e-8	6.564e-8	1.468e-7	3.282e-7	7.339e-7	1.641e-6	3.669e-6	8.205e-6	1.835e-5	4.102e-5	9.173e-5	-1.15761875	0.3594022	-4.23150872	0	-3.58228224	1.65443896	5.88581724	-3.90955254	3.741357	2.32153527	12.19952754	17.45751367	26.67371735	19.53494739	-21.01512667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
er-luc-bg1-4e2-agonist	76-43-7	Fluoxymestrone	1	2.2	1.1859999999e-9	2.6519999999e-9	5.929e-9	1.326e-8	2.964e-8	6.629e-8	1.482e-7	3.3139999999e-7	7.411e-7	1.657e-6	3.7059999999e-6	8.286e-6	1.853e-5	4.1429999999e-5	9.264e-5	5.47517857	-1.30016333	-1.15328125	2.55987508	4.24011744	2.10631727	6.44751846	3.45073628	11.16971666	5.84426015	12.09119461	8.2836462	13.39130433	23.95725219	38.2187899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49545	NTP Mix90 ER AR1 18-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.40284863	2.95038341	0.59988189	7.73654316	10.19009607	13.66932041	28.71515523	34.0157378	-12.16491882	57.42170835	69.66905222	81.83186323	101.48241413	96.42396914	86.01879722	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49516	NTP Mix96 ER1 10-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.22590661	-0.00915352	-2.33855913	0	8.26742989	8.90751343	16.30412227	14.07869159	54.79490717	41.93105174	56.82959974	72.74569136	69.22665351	75.57767968	65.16346349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49494	NTP Mix1 AR1 4-EQP	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.23032714	2.36868305	-1.55807737	1.96546838	-0.84878739	0.23459132	6.48606656	9.48170167	12.61397106	14.47239286	27.15185935	35.80477995	44.79983514	78.04401357	137.84665105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49522	NTP Mix102 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-1.57364825	2.57204772	-5.93602966	-1.62383413	-1.11542132	1.49405992	-0.19009942	0	1.8740659	-2.35528276	-1.31366185	6.26212777	10.07878639	17.10236301	18.59123825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	434-07-1	Oxymetholone	1	1.1	1.189e-9	2.6589999999e-9	5.945e-9	1.3289999999e-8	2.9719999999e-8	6.647e-8	1.486e-7	3.323e-7	7.4309999999e-7	1.662e-6	3.716e-6	8.3079999999e-6	1.8579999999e-5	4.154e-5	9.289e-5	-1.18198106	1.82467834	6.93814311	16.30824858	20.1708463	28.46766881	56.28674828	75.00643007	96.17383885	85.06280443	110.85803584	110.19581633	120.03481063	105.57586515	81.84598412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
er-luc-bg1-4e2-agonist	NOCAS_49547	NTP Mix92 ER AR1 18-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-1.79721468	-1.67685861	-2.38210622	9.06041385	-1.23876783	9.81005613	16.47642302	26.25756327	81.458861	57.92798861	66.2734299	88.10734721	90.79683789	106.10063898	91.55210322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	90-05-1	2-Methoxyphenol	1	4	1.1919999999e-9	2.6659999999e-9	5.9609999999e-9	1.333e-8	2.98e-8	6.664e-8	1.49e-7	3.332e-7	7.451e-7	1.6659999999e-6	3.725e-6	8.33e-6	1.863e-5	4.1649999999e-5	9.313e-5	-6.89803819	0.46899683	0.40658587	-3.15136766	-0.36934332	-3.27062444	-0.30615134	-5.18339482	-4.22135846	-4.93278835	-2.1347534	1.54148354	0.87194848	6.31569353	8.79137052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	50-29-3	p,p'-DDT	1	1.2	1.187e-9	2.654e-9	5.9339999999e-9	1.327e-8	2.9669999999e-8	6.634e-8	1.4829999999e-7	3.317e-7	7.417e-7	1.659e-6	3.709e-6	8.2929999999e-6	1.854e-5	4.146e-5	9.2709999999e-5	-7.89945191	-4.30010115	-3.62572136	-1.50885706	-2.72536951	0.26686462	-1.21410877	0.36718385	-0.02273675	15.53311113	10.9088736	30.299025	45.44563481	45.19527051	-52.91548133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
er-luc-bg1-4e2-agonist	NOCAS_49552	NTP Mix22 AR2 2-EQP	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-0.63466525	-0.62223035	-1.89421868	1.94068454	0.13533015	-1.06277594	-2.03148181	0.63292608	-2.69449631	-2.40449873	0.46683953	0.37044412	9.37148574	3.35149068	1.05361024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
er-luc-bg1-4e2-agonist	34256-82-1	Acetochlor	1	4	1.125e-9	2.516e-9	5.6259999999e-9	1.2579999999e-8	2.8129999999e-8	6.29e-8	1.4069999999e-7	3.1449999999e-7	7.033e-7	1.5729999999e-6	3.516e-6	7.863e-6	1.7579999999e-5	3.931e-5	8.7909999999e-5	-2.62937314	-4.26968576	-9.43990075	0	-6.71014486	1.32255185	-1.63615224	-4.93417148	1.01935243	-3.23101228	0.06461525	-3.52009118	-3.90940418	-5.51769619	-12.2953821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49517	NTP Mix97 ER1 10-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	4.10019149	3.33684787	0.23201499	-9.58935848	2.58038298	11.97716314	14.4625344	12.28158084	46.78187679	46.16438169	64.98568184	68.52466794	61.63165503	69.38423015	80.80471193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49540	NTP Mix85 ER AR1 18-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-7.04841621	-2.31876531	-6.36154788	-12.952831	4.33377911	7.42036345	16.60255463	4.47106507	69.68558898	83.33747691	81.44919548	99.35215758	117.91005098	109.53197931	97.72390498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
er-luc-bg1-4e2-agonist	NOCAS_49560	NTP Mix29 AR2 5-EQP-HF	1	1.2	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-2.7342142	-1.53392126	-2.03263819	8.25403823	-1.98105715	11.7404735	9.0505292	21.44201491	19.82661907	24.16872446	28.5549181	40.03152625	53.37371762	48.3217208	51.72427517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
