Assay	CAS	Sample Name	ReplicateSet	Curve Class	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14	RESP0	RESP1	RESP2	RESP3	RESP4	RESP5	RESP6	RESP7	RESP8	RESP9	RESP10	RESP11	RESP12	RESP13	RESP14	mask0	mask1	mask2	mask3	mask4	mask5	mask6	mask7	mask8	mask9	mask10	mask11	mask12	mask13	mask14
ar-mda-kb2-luc-agonist	NOCAS_49552	NTP Mix22 AR2 2-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.42235436	1.65527036	0.69162817	0.99188818	0.27352099	0.11991199	2.65327684	3.43564266	7.21441642	10.94144604	19.37378167	34.07305504	52.82821009	69.82783581	65.72227784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	17924-92-4	Zearalenone	1	4	1.039e-9	2.324e-9	5.197e-9	1.1619999999e-8	2.598e-8	5.81e-8	1.299e-7	2.9049999999e-7	6.4959999999e-7	1.453e-6	3.248e-6	7.263e-6	1.6239999999e-5	3.631e-5	8.12e-5	1.32997329	1.17304337	-0.04242502	0.3463708	0.04687224	0.10583239	0.61553808	1.09227278	1.047398	0.32590348	-0.34457949	-1.62964103	-4.32715499	-4.47015099	-7.75295757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	52806-53-8	Hydroxyflutamide	1	2.2	1.1999999999e-9	2.684e-9	6.001e-9	1.3419999999e-8	3.0009999999e-8	6.71e-8	1.5e-7	3.355e-7	7.5019999999e-7	1.677e-6	3.7509999999e-6	8.387e-6	1.875e-5	4.1939999999e-5	9.3769999999e-5	0.16896244	1.18002163	0.77479527	0.42911188	0.99653685	0.31223117	3.15535954	0.80275765	3.76634629	4.53881738	16.2244239	20.88273178	37.76217893	21.7233718	-7.31533595	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ar-mda-kb2-luc-agonist	NOCAS_49531	NTP Mix111 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	2.39615182	1.04102846	1.28767183	1.69062906	2.3447884	1.13105461	1.18036917	2.0787823	3.03750584	0.10780942	0.23581037	3.03639208	2.4649664	2.41304437	0.42342197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49511	NTP Mix18 AR1 8-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-0.1824651	-0.55489052	1.90300414	2.61292228	2.53163752	3.62593517	6.57599347	11.78629333	25.14639317	38.42749309	87.63445677	121.70216051	168.47213128	237.04585332	240.83489049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49532	NTP Mix112 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.08011928	-0.02080463	-0.26432502	0.29919343	-0.52156357	0.27406853	1.26080927	3.27468076	0.49109801	-0.67405886	1.41591488	2.10560783	-0.51465225	0.44575851	1.46698972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49545	NTP Mix90 ER AR1 18-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	6.0032775	19.53695854	35.92606408	121.19786595	158.07130748	242.31675466	319.40582094	313.45322566	408.42786338	372.16004963	343.04239173	349.73815613	359.66611895	349.59204841	338.23807462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49517	NTP Mix97 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-1.48514472	1.39643413	-0.29672577	0.03056446	-0.55833313	-1.35328949	-0.24391496	1.79300629	1.13212148	0.63842824	-0.49295591	0.19891908	-0.79048784	0.10265476	0.68242794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	434-07-1	Oxymetholone	1	1.1	1.189e-9	2.6589999999e-9	5.945e-9	1.3289999999e-8	2.9719999999e-8	6.647e-8	1.486e-7	3.323e-7	7.4309999999e-7	1.662e-6	3.716e-6	8.3079999999e-6	1.8579999999e-5	4.154e-5	9.289e-5	6.91641707	18.65216265	42.43889777	65.05672333	80.80913096	86.73051314	81.72003043	84.00459724	86.40482167	86.62093433	83.91452288	89.50185544	90.27183485	106.73324438	39.41256855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ar-mda-kb2-luc-agonist	NOCAS_49505	NTP Mix12 AR1 8-EQC	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.72811283	2.5008849	2.3751664	3.30736297	2.7395679	13.12790975	41.3028412	56.92394661	78.86057495	91.2920586	86.30928557	116.45796549	133.28510154	154.9742938	191.10500179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49526	NTP Mix106 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.41544329	0.42724844	1.64260517	1.067545	0.93030306	-0.03029816	-0.0531186	2.05763171	1.82809911	2.03194852	0.73988437	1.36342953	2.42795785	0.97376824	2.10416239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49558	NTP Mix32 AR2 7-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	9.52513282	14.11423338	31.36249543	61.33873743	76.89291505	85.44302729	104.06675546	139.51133949	156.67862903	174.41295285	192.41732651	232.71771872	255.25867127	239.05978472	241.20531791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49500	NTP Mix7 AR1 8-EQC	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	3.9283576	1.05650227	3.216375	3.58035014	4.83147503	3.44468367	3.43556416	0.60045005	3.94061684	4.77852318	16.94043009	32.71264882	59.68714044	98.20298327	172.76066914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	34256-82-1	Acetochlor	1	4	1.125e-9	2.516e-9	5.6259999999e-9	1.2579999999e-8	2.8129999999e-8	6.29e-8	1.4069999999e-7	3.1449999999e-7	7.033e-7	1.5729999999e-6	3.516e-6	7.863e-6	1.7579999999e-5	3.931e-5	8.7909999999e-5	3.09171364	1.61702375	1.3715247	-0.74019639	1.88741441	0.09257597	3.58128235	3.19515911	3.39543875	1.60796653	2.60891466	0.43068592	1.09391135	0.48950654	-3.60993823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49553	NTP Mix23 AR2 2-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.89393424	19.46660645	23.086956700000002	68.04575212	108.44908561	184.54447821	312.05368228	364.45646014	426.74472594	399.51662372	413.48577959	421.78861246	395.857066	402.69634148	255.57044954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ar-mda-kb2-luc-agonist	434-07-1	Oxymetholone	1	1.1	1.189e-9	2.6589999999e-9	5.945e-9	1.3289999999e-8	2.9719999999e-8	6.647e-8	1.486e-7	3.323e-7	7.4309999999e-7	1.662e-6	3.716e-6	8.3079999999e-6	1.8579999999e-5	4.154e-5	9.289e-5	12.54449241	20.41229979	46.14953395	67.3030056	77.80592076	85.32631804	82.41135066	83.15427707	90.39820698	83.6412625	72.06486637	77.92268478	89.40993875	75.85116566	39.60208787	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ar-mda-kb2-luc-agonist	15972-60-8	Alachlor	1	4	1.148e-9	2.567e-9	5.7409999999e-9	1.284e-8	2.87e-8	6.418e-8	1.4349999999e-7	3.209e-7	7.176e-7	1.6049999999e-6	3.5879999999e-6	8.023e-6	1.794e-5	4.011e-5	8.97e-5	-0.57563539	0.48997606	0.41145922	1.48805981	-0.87231048	-1.03383695	0.07711901	-0.81444338	-0.00265204	0.04402399	-0.21005257	-1.7652439	-2.38990114	-2.39351731	-8.19277387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49499	NTP Mix6 AR1 8-EQC	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.6736423	1.68963083	1.65055825	2.29140726	1.79172413	1.85051729	4.4946312	8.7647692	15.33094134	38.05450536	60.37909984	81.39476264	109.86122567	124.3819429	193.81618773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49543	NTP Mix88 ER AR1 18-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	7.78653841	18.93734409	38.22058471	72.51112269	104.21051944	135.44107772	183.21863448	238.46332241	266.47219286	274.22615452	309.20260208	290.99869679	328.24794149	306.57341134	349.83331314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	76-43-7	Fluoxymestrone	1	5	1.1859999999e-9	2.6519999999e-9	5.929e-9	1.326e-8	2.964e-8	6.629e-8	1.482e-7	3.3139999999e-7	7.411e-7	1.657e-6	3.7059999999e-6	8.286e-6	1.853e-5	4.1429999999e-5	9.264e-5	68.6669254	78.19993483	77.16312431	88.09144698	80.73461304	77.02604341	93.26493951	84.65962358	109.76225125	104.76450246	115.48169195	117.29408421	117.51820955	129.86285594	152.70162083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	85-68-7	Benzyl butyl phthalate	1	4	1.1779999999e-9	2.633e-9	5.8879999999e-9	1.3169999999e-8	2.944e-8	6.583e-8	1.472e-7	3.2919999999e-7	7.3599999999e-7	1.6459999999e-6	3.68e-6	8.2289999999e-6	1.8399999999e-5	4.115e-5	9.2e-5	-0.19152792	0.09769782	1.52321714	1.42329719	2.34807467	2.56518624	0.25267808	0.34108245	1.99575528	0.88241599	0.31403975	1.4411123	0.52690708	2.48833982	1.59579992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	80-43-3	Dicumyl peroxide	1	4	1.166e-9	2.6069999999e-9	5.829e-9	1.303e-8	2.9139999999e-8	6.517e-8	1.457e-7	3.2579999999e-7	7.286e-7	1.629e-6	3.6429999999e-6	8.146e-6	1.821e-5	4.073e-5	9.107e-5	-0.91226138	0.59669124	0.92493471	-0.74499931	1.50613501	-0.73937374	0.17367566	-0.19712154	0.61825623	0.2120835	-1.0766612	-1.3847236	2.00416564	-0.61853939	-2.2787739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49535	NTP Mix115 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	-0.88563797	0.42784666	-0.62277554	1.59990481	0.32119684	-0.88206421	-1.2939517	1.24302639	0.662565	0.65509882	-0.44384575	0.66718578	0.39416343	1.35242137	3.04829815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49527	NTP Mix107 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.1372738	1.1066922	0.07525548	0.28880401	0.2318628	0.01346053	0.26417929	0.76528599	0.61875962	0.89487018	2.20932246	1.21514156	0.59535019	2.13778962	1.82003711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	71-58-9	Medroxyprogesterone acetate	1	1.1	1.179e-9	2.6359999999e-9	5.895e-9	1.318e-8	2.9479999999e-8	6.591e-8	1.474e-7	3.296e-7	7.369e-7	1.648e-6	3.685e-6	8.239e-6	1.842e-5	4.12e-5	9.212e-5	81.75215785	84.58578723	108.83700728	169.04335035	171.05070027	185.7000316	214.01918089	211.64551133	265.81497132	211.60560267	230.67981868	228.43764159	240.80873099	153.07252815	223.11214591	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ar-mda-kb2-luc-agonist	NOCAS_49497	NTP Mix4 AR1 8-EQC	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	2.28527596	0.09901955	0.58848747	0.87980234	0.3438565	1.34839271	0.51445769	2.95885556	7.90214129	24.41630924	45.73446379	76.58864646	122.666241	182.42396324	263.24557788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49541	NTP Mix86 ER AR1 18-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.33445223	2.48786348	1.32005646	5.60863267	10.72571039	27.67718903	61.81143109	111.76948323	159.85181833	190.33302233	223.0870397	306.86761135	276.24549421	299.42382303	275.78957544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49513	NTP Mix20 AR1 8-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.66035863	-0.60355411	0.39244834	11.69427511	13.83652503	35.13263572	66.56725003	114.80057202	193.00500899	202.59516527	263.58944936	303.44781675	316.97331944	318.08118426	333.5447349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49559	NTP Mix28 AR2 3-EQP	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	3.9291405	10.92204762	28.76967545	58.29287015	69.16011354	102.9439829	147.94346389	199.00437179	204.75017091	190.9920188	232.27013233	234.67526314	268.34213188	247.72461967	260.51380224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	143-50-0	Kepone	1	4	1.164e-9	2.602e-9	5.818e-9	1.301e-8	2.909e-8	6.5049999999e-8	1.4549999999e-7	3.252e-7	7.2729999999e-7	1.6259999999e-6	3.636e-6	8.131e-6	1.818e-5	4.0659999999e-5	9.091e-5	-1.30335429	-0.26534869	0.4903432	0.08812798	3.1849143	1.15572985	2.33563598	3.40219486	1.66153681	2.81967205	2.73960524	1.96675448	2.12408333	-1.33922226	-7.92994927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49502	NTP Mix9 AR1 8-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	4.64991203	9.51103647	17.52203879	40.48354443	62.84139439	108.33787236	123.768685	168.78865958	187.33415668	220.29272518	218.72338711	255.79335516	246.01911469	270.57758989	237.69386952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49521	NTP Mix101 ER1 10-EQC	1	4	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.36608406	1.68621525	3.320618	0.49476763	4.07054172	0.47336396	2.06269302	0.17251515	4.30298397	1.5594357	2.98660997	0.49727005	1.92202999	3.32929169	3.31798106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49538	NTP Mix83 ER AR1 18-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	5.90114363	7.82572752	16.90716006	45.00224926	52.2462064	58.14652526	86.12963339	103.73397752	146.23942367	148.58127464	211.89624966	216.73700694	203.00390668	231.48101704	218.70787894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49512	NTP Mix19 AR1 8-EQC	1	2.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.09803681	2.05298806	0.571289	2.93505947	5.17290475	11.13763644	26.15308345	56.93751345	81.14406019	116.98783929	205.28546225	259.4017689	287.20682435	350.60556271	256.9339407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ar-mda-kb2-luc-agonist	50-02-2	Dexamethasone	1	1.1	1.194e-9	2.671e-9	5.9709999999e-9	1.335e-8	2.986e-8	6.676e-8	1.493e-7	3.338e-7	7.464e-7	1.669e-6	3.732e-6	8.345e-6	1.866e-5	4.1729999999e-5	9.3299999999e-5	63.10132575	105.10533963	170.71982392	228.33052189	318.62319905	352.60369849	345.27315783	382.02824199	360.36314557	373.70221314	385.08483564	389.99257413	352.67270837	432.0201568	433.85294345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49507	NTP Mix14 AR1 8-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	1.59848706	0.54343844	3.0934519	8.56128257	11.63779107	40.91212545	76.73108232	131.27006721	182.11146171	205.99423692	271.70939801	313.5082738	319.02729003	300.48962648	317.07296797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ar-mda-kb2-luc-agonist	NOCAS_49508	NTP Mix15 AR1 8-EQC	1	1.1	5.8989999999e-10	1.319e-9	2.9489999999e-9	6.595e-9	1.4749999999e-8	3.297e-8	7.373e-8	1.6489999999e-7	3.687e-7	8.244e-7	1.843e-6	4.122e-6	9.217e-6	2.0609999999e-5	4.608e-5	0.14213751	5.03583233	8.79224548	31.00599282	41.45772044	95.36297228	123.49922313	225.52510673	272.30184915	305.21790027	356.4010344	334.63956322	403.64533801	363.67714762	336.2555728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
